Formula              ✕,Band gap              ✕,2D plasma frequency (x)              ✕,2D plasma frequency (y)              ✕,Band gap (G₀W₀)              ✕,Band gap (HSE06)              ✕,"Conduction band effective mass, direction 1              ✕","Conduction band effective mass, direction 2              ✕",Cond. band minimum              ✕,Conduction band minimum (G₀W₀)              ✕,Conduction band minimum (HSE06)              ✕,Dir. band gap              ✕,Direct band gap (G₀W₀)              ✕,Direct band gap (HSE06)              ✕,Dir. gap wo. soc.              ✕,Exc. bind. energy              ✕,Gap wo. soc.              ✕,Phonon dynamic stability (low/high)              ✕,Thermodynamic stability level              ✕,Energy              ✕,Vacuum level              ✕,"Valence band effective mass, direction 1              ✕","Valence band effective mass, direction 2              ✕",Val. band maximum              ✕,Valence band maximum (G₀W₀)              ✕,Valence band maximum (HSE06)              ✕,Work function (avg. if finite dipole)              ✕,First class material              ✕,Calculator              ✕,Anisotropic exchange (out-of-plane)              ✕,Area of unit-cell              ✕,Topology              ✕,Crystal type              ✕,DOS at ef              ✕,DOS at ef no soc.              ✕,Energy above convex hull              ✕,Fermi level              ✕,Heat of formation              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>x</sub>)              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>y</sub>)              ✕,Magnetic easy axis              ✕,Magnetic moment              ✕,Magnetic state              ✕,Material class              ✕,Material has inversion symmetry              ✕,Magnetic              ✕,Material unique ID              ✕,Maximum force              ✕,Maximum stress              ✕,Maximum value of S_z at magnetic sites              ✕,Minimum eigenvalue of Hessian              ✕,Monolayer reported DOI              ✕,Nearest neighbor exchange coupling              ✕,Charge              ✕,Number of atoms              ✕,Number of nearest neighbors              ✕,n-spins              ✕,Out-of-plane dipole along +z axis              ✕,Path to collection folder              ✕,PBC              ✕,Point group              ✕,Unique ID              ✕,Related COD id              ✕,Related ICSD id              ✕,Single-ion anisotropy (out-of-plane)              ✕,"Soc. total energy, x-direction              ✕","Soc. total energy, y-direction              ✕","Soc. total energy, z-direction              ✕",Space group              ✕,Space group number              ✕,Speed of sound (x)              ✕,Speed of sound (y)              ✕,Static interband polarizability (x)              ✕,Static interband polarizability (y)              ✕,Static interband polarizability (z)              ✕,Static lattice polarizability (x)              ✕,Static lattice polarizability (y)              ✕,Static lattice polarizability (z)              ✕,Static total polarizability (x)              ✕,Static total polarizability (y)              ✕,Static total polarizability (z)              ✕,Stiffness dynamic stability (low/high)              ✕,"Stiffness tensor, 11-component              ✕","Stiffness tensor, 12-component              ✕","Stiffness tensor, 13-component              ✕","Stiffness tensor, 21-component              ✕","Stiffness tensor, 22-component              ✕","Stiffness tensor, 23-component              ✕","Stiffness tensor, 31-component              ✕","Stiffness tensor, 32-component              ✕","Stiffness tensor, 33-component              ✕",Stoichiometry              ✕,Mass              ✕,Age              ✕,ID              ✕,Unique identifier              ✕,Username              ✕,Vacuum level difference              ✕,Volume              ✕
HgSe2,0.0,6.640,6.640,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-6.761,3.487,-,-,-,-,-,5.807,True,unknown,0.284,12.948,-,AB2-164-bd,5.679,4.425,0.527,-2.32,0.363,-0.411,-0.422,z,0.490,FM,TMDC-T,True,True,1a896ca0730cac6513fc9d5d6b10a14a,-,-,0.500,-0.339,-,0.763,0.0,3,9,2,0.0,tree/AB2/HgSe2/HgSe2-1a896ca0730c,TTF,-3m,df6f76a41d557c95df17a850972a6163,-,-,0,-587773.988,-587773.977,-587774.399,P-3m1,164,2063.607,2106.812,85.282,85.282,0.476,-,-,-,-,-,-,high,19.581,6.798,-0.023,5.923,20.410,-0.025,0.000,0.000,14.096,AB2,358.534,6w,1207,HgSe2-1a896ca0730c,cmr,0.0,235.064
MnF2,0.0,4.715,4.722,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,-,2,-17.355,3.018,-,-,-,-,-,6.234,True,unknown,0.161,6.791,-,AB2-115-ag,1.823,1.568,0.887,-3.215,-1.488,-0.041,-0.041,z,1.008,FM,-,False,True,bab37ed8c73cbc383e3a0ed42222b612,-,-,0.500,-,-,-1266.169,0.0,3,4,2,-0.0,tree/AB2/MnF2/MnF2-bab37ed8c73c,TTF,-42m,adb13ace3116a2939eb3c1a53c937a8b,-,-,0,-724842.21,-724842.21,-724842.251,P-4m2,115,6457.626,6457.500,-,-,-,-,-,-,-,-,-,high,94.759,-2.398,0.000,-2.426,94.756,0.000,0.000,0.000,14.964,AB2,92.935,6w,1212,MnF2-bab37ed8c73c,cmr,-0.0,120.694
MnSe2,0.0,4.259,4.259,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,3,-18.09,3.721,-,-,-,-,-,5.097,True,unknown,0.147,10.574,-,AB2-164-bd,1.13,1.136,0.0,-1.376,-0.469,-0.388,-0.388,z,2.827,FM,TMDC-T,True,True,f3b9f9bddf257566a8ea5ec563905559,-,-,1.500,-0.000,-,2.186,0.0,3,6,2,0.0,tree/AB2/MnSe2/MnSe2-f3b9f9bddf25,TTF,-3m,74a49fcfd01266f5f771ac56dbedecf6,-,-,-0.158,-585316.074,-585316.073,-585316.461,P-3m1,164,3347.087,3394.332,20.291,20.291,0.394,-,-,-,-,-,-,high,37.454,2.079,-0.026,1.149,38.518,-0.025,0.000,0.000,34.000,AB2,212.88,6w,1213,MnSe2-f3b9f9bddf25,cmr,0.0,189.907
Al2Te2,1.748,0.000,0.000,3.016,2.363,0.966,2.126,0.226,0.477,0.454,2.345,3.672,3.032,2.404,0.799,1.841,high,3,-15.39,3.751,-4.905,-2.265,-1.522,-2.538,-1.909,4.399,True,unknown,-,14.667,-,AB-187-hi,0.0,0.0,0.0,-0.648,-0.376,0.0,0.0,z,-,NM,-,False,False,e540415543857489fed78e94d8b4cd34,-,-,-,-0.000,-,-,0.0,4,-,1,-0.0,tree/AB/AlTe/Al2Te2-e54041554385,TTF,-6m2,3533c0a5593fb4d86f931173d263f283,-,-,-,0.0,0.0,0.0,P-6m2,187,4082.137,4064.248,4.607,4.607,0.565,1.535,1.535,0.020,6.142,6.142,0.584,high,58.328,15.263,0.002,15.234,57.818,-0.003,0.000,0.000,44.530,AB,309.163,6w,1400,Al2Te2-e54041554385,cmr,-0.0,295.261
InI2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,3,-6.914,2.045,-,-,-,-,-,5.036,True,unknown,-,26.498,-,AB2-115-dg,1.21,1.28,0.137,-2.991,-0.398,0.0,0.0,z,-,NM,-,False,False,38308d0f85895fe0ddbbb20184019a73,-,-,-,-7.623,-,-,0.0,3,-,1,0.0,tree/AB2/InI2/InI2-38308d0f8589,TTF,-42m,b799760714a74fd0f9f01b86def40491,-,-,-,0.0,0.0,0.0,P-4m2,115,,,-,-,-,-,-,-,-,-,-,low,-25.724,34.393,0.000,34.393,-25.724,0.000,0.000,-0.000,1.604,AB2,368.627,6w,1208,InI2-38308d0f8589,cmr,0.0,502.769
IrCl2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-12.23,3.054,-,-,-,-,-,4.694,True,unknown,-,12.054,-,AB2-115-dg,1.935,1.507,0.694,-1.64,0.205,0.0,0.0,z,-,NM,-,False,False,ff8d1475680a5d8b91eff7dbffa1f68e,-,-,-,-8.521,-,-,0.0,3,-,1,-0.0,tree/AB2/IrCl2/IrCl2-ff8d1475680a,TTF,-42m,9d835af43ad155ae257d11089f32a9ff,-,-,-,0.0,0.0,0.0,P-4m2,115,3233.129,3238.013,-,-,-,-,-,-,-,-,-,high,37.890,14.117,-0.000,13.928,38.004,-0.000,0.000,0.000,6.665,AB2,263.117,6w,1209,IrCl2-ff8d1475680a,cmr,-0.0,222.229
IrS2,0.0,10.304,10.592,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-17.252,4.09,-,-,-,-,-,5.154,True,unknown,-,9.354,-,AB2-115-dg,2.226,2.285,0.517,-1.064,0.06,0.0,0.0,z,-,NM,-,False,False,e5a999fc7aa4036f593255560c6af443,-,-,-,-6.113,-,-,0.0,3,-,1,0.0,tree/AB2/IrS2/IrS2-e5a999fc7aa4,TTF,-42m,fd7d4b761edb0e52301e5cada059159a,-,-,-,0.0,0.0,0.0,P-4m2,115,1581.987,1582.418,22.172,33.101,0.400,-,-,-,-,-,-,low,11.389,36.268,-0.000,36.265,11.395,-0.000,0.000,0.000,32.061,AB2,256.337,6w,1210,IrS2-e5a999fc7aa4,cmr,0.0,172.85
KS2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-8.315,4.963,-,-,-,-,-,6.682,True,unknown,-,7.914,-,AB2-115-ag,0.833,0.837,1.042,-1.72,0.353,0.0,0.0,z,-,NM,-,False,False,b4477541c0cbc4e284455b9a6baa9491,-,-,-,-4.904,-,-,0.0,3,-,1,0.0,tree/AB2/KS2/KS2-b4477541c0cb,TTF,-42m,3e6bd9a3f95eb2c6a9a262d2092b4f82,-,-,-,0.0,0.0,0.0,P-4m2,115,5596.630,5599.413,-,-,-,-,-,-,-,-,-,high,67.833,17.973,0.000,18.067,67.900,0.000,0.000,0.000,15.952,AB2,103.218,6w,1211,KS2-b4477541c0cb,cmr,0.0,153.19
MoCl2,0.0,9.136,9.136,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-16.331,4.317,-,-,-,-,-,3.876,True,unknown,-,8.736,-,AB2-164-bd,1.148,1.119,0.477,0.44,-0.52,0.0,0.0,z,-,NM,-,True,False,84e1ede61f113ae653c6d89abe49976b,-,-,-,-0.959,-,-,0.0,3,-,1,-0.0,tree/AB2/MoCl2/MoCl2-84e1ede61f11,TTF,-3m,1fa82ff82010bf0b1d3b34f668c64a82,-,-,-,0.0,0.0,0.0,P-3m1,164,5074.838,5111.660,12.341,12.341,0.371,-,-,-,-,-,-,high,81.679,18.127,0.068,18.922,82.869,0.058,0.000,0.000,62.216,AB2,166.85,6w,1214,MoCl2-84e1ede61f11,cmr,-0.0,160.455
MoS2,0.0,5.025,5.025,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-21.29,4.531,-,-,-,-,-,5.078,True,unknown,-,8.802,-,AB2-164-bd,0.857,0.86,0.277,-0.547,-0.644,0.0,0.0,z,-,NM,TMDC-T,True,False,249ca8711314e3c243ef78702bd46cd0,-,-,-,-20.428,10.1038/nmat4080,-,0.0,3,-,1,0.0,tree/AB2/MoS2/MoS2-249ca8711314,TTF,-3m,5a659e25e0c170ad66d831ea68a4c0b5,-,26622,-,0.0,0.0,0.0,P-3m1,164,5542.229,5578.132,75.911,75.911,0.391,-,-,-,-,-,-,high,92.755,-8.218,0.014,-8.264,93.961,0.013,-0.000,0.000,98.289,AB2,160.07,6w,1215,MoS2-249ca8711314,cmr,0.0,159.832
Cr2N,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-25.574,4.584,-,-,-,-,-,4.967,True,unknown,-,6.199,-,AB2-164-bd,2.873,4.733,0.892,-0.383,0.532,0.0,0.0,z,-,NM,MXene,True,False,f1ec7ef445e59924f49da0e50e5f2a34,-,-,-,-0.000,-,-,0.0,3,-,1,0.0,tree/AB2/NCr2/NCr2-f1ec7ef445e5,TTF,-3m,4ecaedead23d8d29d9e48dc870c68152,-,-,-,0.0,0.0,0.0,P-3m1,164,6764.713,6795.350,-,-,-,-,-,-,-,-,-,high,144.648,33.994,-0.165,31.767,145.961,-0.175,-0.000,-0.000,113.121,AB2,117.999,6w,1216,NCr2-f1ec7ef445e5,cmr,0.0,107.55
Bi2Nb,0.0,8.549,8.549,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,1,-19.181,5.66,-,-,-,-,-,4.13,True,unknown,-,9.852,-,AB2-187-ai,4.425,1.521,0.165,1.53,0.165,0.0,0.0,z,-,NM,-,False,False,587a2f2495d2a85b9215c52eb6b29c58,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/NbBi2/NbBi2-587a2f2495d2,TTF,-6m2,7a5c7d9b2661d4a15f6b0c4e0554e0da,-,-,-,0.0,0.0,0.0,P-6m2,187,2548.115,2602.279,24.304,24.304,0.606,-,-,-,-,-,-,low,55.910,64.796,0.227,64.732,58.312,0.258,0.000,0.000,-8.132,AB2,510.867,6w,1217,NbBi2-587a2f2495d2,cmr,-0.0,178.579
Li2Nb,0.0,11.856,11.856,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-12.822,3.275,-,-,-,-,-,3.442,True,unknown,-0.008,7.079,-,AB2-187-bi,2.721,2.667,0.428,-0.168,0.428,0.093,0.097,y,-0.383,FM,-,False,True,194db4e8b724414ab6229d91dd1fccb0,-,-,0.500,-4.212,-,9.908,0.0,3,6,2,-0.0,tree/AB2/NbLi2/NbLi2-194db4e8b724,TTF,-6m2,2d3e46eb79d2cfbd10ac63b08b7136e1,-,-,0,-308415.2,-308415.204,-308415.107,P-6m2,187,4843.537,4770.089,20.553,20.553,1.063,-,-,-,-,-,-,low,58.767,56.369,-0.049,55.495,56.998,-0.067,0.000,0.000,-10.769,AB2,106.786,6w,1218,NbLi2-194db4e8b724,cmr,-0.0,134.418
NbTe2,0.0,7.129,7.129,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,high,3,-18.032,4.545,-,-,-,-,-,4.618,True,unknown,-,11.554,-,AB2-164-bd,2.385,2.843,0.028,-0.073,-0.432,0.0,0.0,z,-,NM,TMDC-T,True,False,2288fff3d0b2c662960a58146994a3aa,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/NbTe2/NbTe2-2288fff3d0b2,TTF,-3m,b9256476b61a4cce1fa68e0e1b8ff2ab,-,645529,-,0.0,0.0,0.0,P-3m1,164,3194.111,3183.067,105.074,105.074,0.473,-,-,-,-,-,-,high,51.041,9.247,-0.038,9.919,50.689,-0.033,-0.000,0.000,41.033,AB2,348.106,6w,1219,NbTe2-2288fff3d0b2,cmr,-0.0,216.17
NiO2,0.0,5.927,5.932,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-18.393,1.852,-,-,-,-,-,6.894,True,unknown,0.145,10.237,-,AB2-115-dg,1.349,1.339,0.41,-5.043,-0.299,0.045,0.045,x,0.614,FM,-,False,True,bf74fd911c7f5c25f3247444056d762c,-,-,0.500,-0.365,-,17.512,0.0,3,4,2,0.0,tree/AB2/NiO2/NiO2-bf74fd911c7f,TTF,-42m,e83a770151bbec73f8f6496a4635d0ef,-,-,0,-659425.846,-659425.846,-659425.801,P-4m2,115,7041.728,7042.051,9.776,9.702,0.294,-,-,-,-,-,-,high,72.944,32.107,-0.063,32.096,72.951,-0.063,0.000,0.000,23.833,AB2,90.691,6w,1220,NiO2-bf74fd911c7f,cmr,0.0,181.066
OsO2,0.265,3.732,3.732,-,-,2.946,5.691,-2.243,-,-,0.306,-,-,0.0,-0.001,0.0,low,2,-23.321,3.601,-3.633,-0.519,-2.508,-,-,5.977,True,unknown,61.305,8.09,Trivial,AB2-164-bd,0.0,0.968,0.348,-2.375,-0.627,49.675,49.532,x,1.448,FM,-,True,True,c5cf01fee776a4dd25b80ac0cfc2a27a,-,-,0.500,-10.274,-,-3.977,0.0,3,6,2,0.0,tree/AB2/OsO2/OsO2-c5cf01fee776,TTF,-3m,dfe2cf0e9c09d6213a557a1770a603e0,-,-,0,-494391.849,-494391.705,-494342.174,P-3m1,164,4636.876,4738.296,9.274,9.274,0.223,-,-,-,-,-,-,high,98.069,28.797,0.034,30.603,102.405,0.034,0.000,0.000,69.857,AB2,222.228,6w,1222,OsO2-c5cf01fee776,cmr,0.0,135.415
OsTe2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-16.246,4.563,-,-,-,-,-,4.082,True,unknown,-,10.865,-,AB2-115-dg,2.638,2.202,0.523,0.481,0.452,0.0,0.0,z,-,NM,-,False,False,4e83e86f17148213f252d35193bf3b0b,-,-,-,-5.493,-,-,0.0,3,-,1,0.0,tree/AB2/OsTe2/OsTe2-4e83e86f1714,TTF,-42m,b0526986255a92a16bfe9b1f016fcda9,-,-,-,0.0,0.0,0.0,P-4m2,115,2771.148,2772.867,-,-,-,-,-,-,-,-,-,high,52.277,11.052,-0.000,11.157,52.342,-0.000,0.000,0.000,20.314,AB2,445.43,6w,1223,OsTe2-4e83e86f1714,cmr,0.0,206.307
Pb2S4,1.083,0.000,0.000,-,1.857,0.263,0.284,-1.168,-,-0.960,1.083,-,1.870,1.308,-,1.308,low,3,-25.071,2.653,-3.254,-0.190,-2.250,-,-2.818,4.362,True,unknown,-,35.387,-,AB2-12-di,0.0,0.0,0.172,-1.709,-0.207,0.0,0.0,z,-,NM,-,True,False,13a422bdb0e1500f9e684badefe0b4ec,-,-,-,-0.568,-,-,0.0,6,-,1,0.0,tree/AB2/PbS2/Pb2S4-13a422bdb0e1,TTF,2/m,3399ef84cc0aacf87c1fdad44c20812a,-,-,-,0.0,0.0,0.0,C2/m,12,5038.016,2316.155,4.208,2.878,0.278,-,-,-,-,-,-,high,64.630,9.254,0.000,10.453,13.660,-0.004,0.000,-0.000,15.547,AB2,542.64,6w,1224,Pb2S4-13a422bdb0e1,cmr,0.0,579.027
PdCl2,0.0,4.382,4.384,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-7.828,2.606,-,-,-,-,-,6.323,True,unknown,-,13.485,-,AB2-115-ag,3.99,3.787,0.369,-3.717,-0.146,0.0,0.0,z,-,NM,-,False,False,265ba2ae623811b8029ecadecc2c1d30,-,-,-,-2.902,-,-,0.0,3,-,1,0.0,tree/AB2/PdCl2/PdCl2-265ba2ae6238,TTF,-42m,4ac6681dac3fa6d852fdb704cd25d65e,-,-,-,0.0,0.0,0.0,P-4m2,115,2978.264,2997.900,21.118,21.203,0.328,-,-,-,-,-,-,low,19.368,2.099,0.025,2.177,19.624,0.025,0.000,0.000,-0.237,AB2,177.32,6w,1225,PdCl2-265ba2ae6238,cmr,0.0,248.236
PdSe2,0.229,1.177,1.177,-,0.266,0.954,1.320,-0.652,-,-0.760,0.298,-,0.319,0.0,0.274,0.0,high,2,-10.855,2.889,-0.330,-0.324,-0.881,-,-1.026,3.655,True,unknown,-,13.864,"Z2=1,C_M=1",AB2-187-bi,0.0,0.215,0.268,-0.766,-0.023,0.0,0.0,z,-,NM,TMDC-H,False,False,0ae696751911c45d207302ff1af65831,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/PdSe2/PdSe2-0ae696751911,TTF,-6m2,bd61f52edf0463e8a1032abc596036e7,-,-,-,0.0,0.0,0.0,P-6m2,187,3060.313,3226.863,40.089,40.089,1.295,1444.760,1289.818,0.010,1484.849,1329.906,1.305,high,29.655,25.742,-0.080,25.460,32.970,-0.129,0.000,0.000,6.890,AB2,264.362,6w,1226,PdSe2-0ae696751911,cmr,-0.0,241.218
Pt2I4,0.0,7.110,7.123,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-18.034,3.69,-,-,-,-,-,4.463,True,unknown,-,28.886,-,AB2-164-ad,9.502,9.89,0.266,-0.773,0.098,0.024,-0.136,x,0.460,FM,-,True,True,f09466af9bfe232c20920b8f225b5b36,-,-,-,-2.902,-,-,0.0,6,-,2,0.0,tree/AB2/PtI2/Pt2I4-f09466af9bfe,TTF,-3m,4ebba8cf254ec9fc8dac23baf70ead77,-,-,-,-922475.682,-922475.522,-922475.658,P-3m1,164,,424.816,699.123,1598.751,8.840,-,-,-,-,-,-,low,-127.200,211.482,-0.000,142.457,0.931,-0.000,-0.000,0.000,-416.317,AB2,897.786,6w,1227,Pt2I4-f09466af9bfe,cmr,0.0,522.052
PtSe2,1.167,0.000,0.000,2.381,1.636,0.224,0.476,-0.625,-0.189,-0.533,1.358,2.572,1.933,1.501,0.511,1.371,high,3,-14.56,3.674,-3.237,-3.210,-1.792,-2.570,-2.169,4.883,True,unknown,-,12.167,-,AB2-164-bd,0.0,0.0,0.0,-1.209,-0.413,0.0,0.0,z,-,NM,TMDC-T,True,False,d000f028839765f6b5b0fc18d9cc8779,-,-,-,-0.000,10.1021/acs.nanolett.5b00964,-,0.0,3,-,1,-0.0,tree/AB2/PtSe2/PtSe2-d000f0288397,TTF,-3m,eb3381167bee909dbfcc151820a97856,1537202,41389,-,0.0,0.0,0.0,P-3m1,164,3848.027,3867.176,7.068,7.068,0.385,0.410,0.408,0.000,7.478,7.476,0.385,high,71.341,17.171,-0.024,17.740,72.053,0.013,0.000,0.000,53.062,AB2,353.026,6w,1228,PtSe2-d000f0288397,cmr,-0.0,214.324
ReCl2,0.0,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-14.805,3.971,-,-,-,-,-,4.21,True,unknown,-,9.232,-,AB2-115-ag,1.947,2.412,0.76,-0.239,0.141,0.0,0.0,z,-,NM,-,False,False,3f85f775ab0b48ff5b3ce72d33185fec,-,-,-,-6.759,-,-,0.0,3,-,1,-0.0,tree/AB2/ReCl2/ReCl2-3f85f775ab0b,TTF,-42m,691fa8cd8bd4bbace083d45cd2ecfbdf,-,-,-,0.0,0.0,0.0,P-4m2,115,3198.979,3199.431,-,-,-,-,-,-,-,-,-,low,47.326,55.155,-0.000,55.199,47.340,-0.000,0.000,0.000,45.688,AB2,257.107,6w,1229,ReCl2-3f85f775ab0b,cmr,-0.0,171.506
Re4S8,1.272,0.000,0.000,-,1.854,0.522,0.864,-0.160,-,0.076,1.272,-,1.854,1.43,-,1.419,high,3,-86.371,4.29,-139.789,-0.894,-1.432,-,-1.777,5.086,True,unknown,-,36.525,-,AB2-2-i,0.0,0.0,0.0,-0.796,-0.593,0.0,0.0,z,-,NM,-,True,False,627997a105e17bda05491c6e8c45acfc,-,-,-,-0.000,10.1038/ncomms4252,-,0.0,12,-,1,0.0,tree/AB2/ReS2/Re4S8-627997a105e1,TTF,-1,565bdeeadae4964bd18831260a16cc0f,-,81814,-,0.0,0.0,0.0,P-1,2,5661.357,5707.693,5.728,5.417,0.368,0.138,0.093,0.000,5.866,5.510,0.369,high,145.903,28.968,2.446,28.071,148.301,2.884,2.595,2.818,106.351,AB2,1001.308,6w,1230,Re4S8-627997a105e1,cmr,0.0,673.593
RhBr2,0.0,4.597,4.597,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-10.949,3.175,-,-,-,-,-,4.702,True,unknown,-0.074,12.666,-,AB2-164-bd,3.484,3.529,0.229,-1.527,-0.211,0.12,0.128,y,0.999,FM,-,True,True,1798ee7668477c29d22fb6d80348738b,-,-,0.500,-1.776,-,5.187,0.0,3,6,2,0.0,tree/AB2/RhBr2/RhBr2-1798ee766847,TTF,-3m,dea6bd53e6743e9e8d73b45d28064601,-,-,0,-451222.563,-451222.571,-451222.442,P-3m1,164,897.677,,32.479,32.479,0.432,-,-,-,-,-,-,low,2.775,44.519,0.601,42.510,-5.676,0.332,0.000,0.000,-29.882,AB2,262.714,6w,1231,RhBr2-1798ee766847,cmr,0.0,225.149
RhO2,0.0,7.230,7.256,-,0.000,-,-,-,-,-,0.0,-,0.000,0.0,-,0.0,high,2,-18.521,2.072,-,-,-,-,-,6.12,True,unknown,-,11.445,-,AB2-115-ag,2.84,2.811,0.461,-4.049,-0.375,0.0,0.0,z,-,NM,-,False,False,b9d70801de3bb6d68e51ede57e598acf,-,-,-,-0.000,-,-,0.0,3,-,1,-0.0,tree/AB2/RhO2/RhO2-b9d70801de3b,TTF,-42m,87e43d62272b0b439b2b6467e95621f2,-,-,-,0.0,0.0,0.0,P-4m2,115,6018.241,6017.927,9.942,10.055,0.278,-,-,-,-,-,-,high,70.890,29.697,-0.000,29.670,70.883,-0.000,0.000,0.000,12.013,AB2,134.904,6w,1232,RhO2-b9d70801de3b,cmr,-0.0,205.345
RhTe2,0.0,7.296,7.296,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,2,-14.262,4.041,-,-,-,-,-,4.415,True,unknown,-,12.425,-,AB2-187-bi,1.189,1.175,0.215,-0.374,-0.235,0.0,0.0,z,-,NM,TMDC-H,False,False,5e963e66c6a416f7baf222c5d9216487,-,-,-,-0.750,-,-,0.0,3,-,1,-0.0,tree/AB2/RhTe2/RhTe2-5e963e66c6a4,TTF,-6m2,97104b48329f51393b4f297f4a5a34d5,-,-,-,0.0,0.0,0.0,P-6m2,187,3051.756,3055.089,28.194,28.194,0.544,-,-,-,-,-,-,high,44.572,21.241,-0.004,20.479,44.669,-0.004,0.000,0.000,24.976,AB2,358.106,6w,1233,RhTe2-5e963e66c6a4,cmr,-0.0,224.574
Ru2O4,0.045,0.000,0.000,-,0.693,0.062,0.117,-2.983,-,-2.880,0.045,-,0.700,0.132,-,0.132,high,3,-44.976,3.655,-0.084,-0.054,-3.029,-,-3.574,6.661,True,unknown,-,14.784,Trivial,AB2-11-e,0.009,0.0,0.163,-3.006,-0.925,0.0,0.0,z,-,NM,TMDC-T',True,False,4baaa6dbfe381340f0d3d04573e549f9,-,-,-,-0.000,-,-,0.0,6,-,1,-0.0,tree/AB2/RuO2/Ru2O4-4baaa6dbfe38,TTF,2/m,3e8dbd982eb554bc58ee9493c26244a3,-,-,-,0.0,0.0,0.0,P2_1/m,11,7774.392,6546.570,21.961,14.731,0.261,1.325,1.921,0.009,23.286,16.653,0.270,high,180.671,44.587,-0.000,43.902,128.110,-0.000,0.000,0.000,102.452,AB2,266.136,6w,1234,Ru2O4-4baaa6dbfe38,cmr,-0.0,248.297
Ru2Te4,0.157,1.529,1.875,-,0.220,0.011,0.035,-2.357,-,-2.490,0.157,-,0.220,0.169,-,0.169,low,1,-29.693,2.621,-0.035,-0.010,-2.514,-,-2.710,5.057,True,unknown,-,44.219,"Z2=1,C_M=1",AB2-127-bh,0.298,0.594,0.678,-2.436,0.342,0.0,0.0,z,-,NM,-,True,False,dad62a80b90eb9c475a2dc9b1a5a7a6b,-,-,-,-1.813,-,-,0.0,6,-,1,0.0,tree/AB2/RuTe2/Ru2Te4-dad62a80b90e,TTF,4/mmm,dec59ed12a8f70ae50170e7e5a8995ad,-,-,-,0.0,0.0,0.0,P4/mbm,127,5924.009,5926.170,48.735,49.526,0.276,-,-,-,-,-,-,high,93.903,30.880,-0.005,30.911,93.972,-0.003,0.000,0.000,73.373,AB2,712.54,6w,1235,Ru2Te4-dad62a80b90e,cmr,0.0,734.712
S4Sb2,0.0,2.674,13.611,-,-,-,-,-,-,-,0.0,-,-,0.0,-,0.0,low,1,-23.917,2.742,-,-,-,-,-,4.24,True,unknown,-,33.713,-,AB2-12-di,2.693,2.726,0.431,-1.498,0.201,0.0,0.0,z,-,NM,-,True,False,ad4726f295707065410f2323292d0b26,-,-,-,-1.062,-,-,0.0,6,-,1,-0.0,tree/AB2/SbS2/Sb2S4-ad4726f29570,TTF,2/m,9e5a3d50fcd7585d1af4b1404615f82e,-,-,-,0.0,0.0,0.0,C2/m,12,5966.381,4249.571,2.803,5.208,0.277,-,-,-,-,-,-,high,65.183,7.611,-0.001,7.682,33.067,-0.003,-0.000,0.000,1.184,AB2,371.76,6w,1236,Sb2S4-ad4726f29570,cmr,-0.0,550.737
